Comunidades autónomas;Tipología penal;Periodos:;Total
CANARIAS;9. Sustracciones de vehículos;enero-junio 2024;778
CANARIAS;9. Sustracciones de vehículos;Variación % 2024/2023;5,7
CANARIAS;10. Tráfico de drogas;enero-junio 2023;414
CANARIAS;10. Tráfico de drogas;enero-junio 2024;401
CANARIAS;10. Tráfico de drogas;Variación % 2024/2023;-3,1
CANARIAS;11. Resto de criminalidad convencional;enero-junio 2023;24.583
CANARIAS;11. Resto de criminalidad convencional;enero-junio 2024;26.215
CANARIAS;11. Resto de criminalidad convencional;Variación % 2024/2023;6,6
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;8.210
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;8.807
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;7,3
CANARIAS;12.-Estafas informáticas;enero-junio 2023;7.218
CANARIAS;12.-Estafas informáticas;enero-junio 2024;7.772
CANARIAS;12.-Estafas informáticas;Variación % 2024/2023;7,7
CANARIAS;13.-Otros ciberdelitos;enero-junio 2023;992
CANARIAS;13.-Otros ciberdelitos;enero-junio 2024;1.035
CANARIAS;13.-Otros ciberdelitos;Variación % 2024/2023;4,3
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;51.018
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;54.837
CANARIAS;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;7,5
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;8.688
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;9.131
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;5,1
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;0
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;3
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;6
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;6
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;178
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;185
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;3,9
CANTABRIA;4. Secuestro;enero-junio 2023;0
CANTABRIA;4. Secuestro;enero-junio 2024;1
CANTABRIA;4. Secuestro;Variación % 2024/2023;100,0
CANTABRIA;5. Delitos contra la libertad sexual;enero-junio 2023;77
CANTABRIA;5. Delitos contra la libertad sexual;enero-junio 2024;83
CANTABRIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;7,8
CANTABRIA;5.1.-Agresión sexual con penetración;enero-junio 2023;15
CANTABRIA;5.1.-Agresión sexual con penetración;enero-junio 2024;25
CANTABRIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;66,7
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;62
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;58
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-6,5
CANTABRIA;6. Robos con violencia e intimidación;enero-junio 2023;107
CANTABRIA;6. Robos con violencia e intimidación;enero-junio 2024;98
CANTABRIA;6. Robos con violencia e intimidación;Variación % 2024/2023;-8,4
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;839
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;853
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;1,7
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;621
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;589
CANTABRIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-5,2
CANTABRIA;8. Hurtos;enero-junio 2023;2.269
CANTABRIA;8. Hurtos;enero-junio 2024;2.312
CANTABRIA;8. Hurtos;Variación % 2024/2023;1,9
CANTABRIA;9. Sustracciones de vehículos;enero-junio 2023;56
CANTABRIA;9. Sustracciones de vehículos;enero-junio 2024;101
CANTABRIA;9. Sustracciones de vehículos;Variación % 2024/2023;80,4
CANTABRIA;10. Tráfico de drogas;enero-junio 2023;69
CANTABRIA;10. Tráfico de drogas;enero-junio 2024;53
CANTABRIA;10. Tráfico de drogas;Variación % 2024/2023;-23,2
CANTABRIA;11. Resto de criminalidad convencional;enero-junio 2023;5.087
CANTABRIA;11. Resto de criminalidad convencional;enero-junio 2024;5.436
CANTABRIA;11. Resto de criminalidad convencional;Variación % 2024/2023;6,9
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;2.757
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;3.146
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,1
CANTABRIA;12.-Estafas informáticas;enero-junio 2023;2.525
CANTABRIA;12.-Estafas informáticas;enero-junio 2024;2.786
CANTABRIA;12.-Estafas informáticas;Variación % 2024/2023;10,3
CANTABRIA;13.-Otros ciberdelitos;enero-junio 2023;232
CANTABRIA;13.-Otros ciberdelitos;enero-junio 2024;360
CANTABRIA;13.-Otros ciberdelitos;Variación % 2024/2023;55,2
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;11.445
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;12.277
CANTABRIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;7,3
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;31.196
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;31.886
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;2,2
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;5
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;5
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;23
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;22
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-4,3
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;440
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;476
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;8,2
CASTILLA Y LEÓN;4. Secuestro;enero-junio 2023;0
CASTILLA Y LEÓN;4. Secuestro;enero-junio 2024;0
CASTILLA Y LEÓN;4. Secuestro;Variación % 2024/2023;0,0
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-junio 2023;269
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-junio 2024;309
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;Variación % 2024/2023;14,9
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-junio 2023;62
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-junio 2024;71
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;Variación % 2024/2023;14,5
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;207
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;238
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;15,0
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-junio 2023;383
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-junio 2024;363
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;Variación % 2024/2023;-5,2
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;2.052
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;2.042
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-0,5
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-junio 2023;1.343
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-junio 2024;1.419
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;5,7
CASTILLA Y LEÓN;8. Hurtos;enero-junio 2023;8.657
CASTILLA Y LEÓN;8. Hurtos;enero-junio 2024;8.534
CASTILLA Y LEÓN;8. Hurtos;Variación % 2024/2023;-1,4
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-junio 2023;226
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-junio 2024;271
CASTILLA Y LEÓN;9. Sustracciones de vehículos;Variación % 2024/2023;19,9
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-junio 2023;229
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-junio 2024;211
CASTILLA Y LEÓN;10. Tráfico de drogas;Variación % 2024/2023;-7,9
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-junio 2023;18.912
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-junio 2024;19.653
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;Variación % 2024/2023;3,9
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;11.855
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;12.876
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;8,6
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-junio 2023;10.430
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-junio 2024;11.270
CASTILLA Y LEÓN;12.-Estafas informáticas;Variación % 2024/2023;8,1
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-junio 2023;1.425
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-junio 2024;1.606
CASTILLA Y LEÓN;13.-Otros ciberdelitos;Variación % 2024/2023;12,7
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;43.051
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;44.762
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;4,0
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;31.216
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;32.271
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,4
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;9
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;7
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-22,2
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;18
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;24
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;33,3
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;432
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;536
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;24,1
CASTILLA - LA MANCHA;4. Secuestro;enero-junio 2023;1
CASTILLA - LA MANCHA;4. Secuestro;enero-junio 2024;0
CASTILLA - LA MANCHA;4. Secuestro;Variación % 2024/2023;-100,0
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-junio 2023;319
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-junio 2024;301
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-5,6
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-junio 2023;63
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-junio 2024;48
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-23,8
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;256
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;253
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-1,2
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-junio 2023;397
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-junio 2024;465
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;Variación % 2024/2023;17,1
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;2.342
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;2.601
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;11,1
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;1.697
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;1.800
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;6,1
CASTILLA - LA MANCHA;8. Hurtos;enero-junio 2023;7.171
CASTILLA - LA MANCHA;8. Hurtos;enero-junio 2024;7.184
CASTILLA - LA MANCHA;8. Hurtos;Variación % 2024/2023;0,2
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-junio 2023;275
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-junio 2024;379
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;Variación % 2024/2023;37,8
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-junio 2023;308
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-junio 2024;299
CASTILLA - LA MANCHA;10. Tráfico de drogas;Variación % 2024/2023;-2,9
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-junio 2023;19.944
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-junio 2024;20.475
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,7
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;8.943
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;8.970
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;0,3
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-junio 2023;7.786
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-junio 2024;7.867
CASTILLA - LA MANCHA;12.-Estafas informáticas;Variación % 2024/2023;1,0
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-junio 2023;1.157
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-junio 2024;1.103
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;Variación % 2024/2023;-4,7
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;40.159
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;41.241
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,7
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;208.867
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;214.832
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;2,9
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;42
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;42
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;120
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;139
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;15,8
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;1.868
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;2.003
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;7,2
CATALUÑA;4. Secuestro;enero-junio 2023;4
CATALUÑA;4. Secuestro;enero-junio 2024;6
CATALUÑA;4. Secuestro;Variación % 2024/2023;50,0
CATALUÑA;5. Delitos contra la libertad sexual;enero-junio 2023;2.002
CATALUÑA;5. Delitos contra la libertad sexual;enero-junio 2024;1.999
CATALUÑA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-0,1
CATALUÑA;5.1.-Agresión sexual con penetración;enero-junio 2023;761
CATALUÑA;5.1.-Agresión sexual con penetración;enero-junio 2024;740
CATALUÑA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-2,8
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;1.241
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;1.259
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;1,5
CATALUÑA;6. Robos con violencia e intimidación;enero-junio 2023;12.142
CATALUÑA;6. Robos con violencia e intimidación;enero-junio 2024;12.031
CATALUÑA;6. Robos con violencia e intimidación;Variación % 2024/2023;-0,9
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;13.583
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;12.819
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,6
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;9.110
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;8.473
CATALUÑA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-7,0
CATALUÑA;8. Hurtos;enero-junio 2023;83.278
CATALUÑA;8. Hurtos;enero-junio 2024;82.246
CATALUÑA;8. Hurtos;Variación % 2024/2023;-1,2
CATALUÑA;9. Sustracciones de vehículos;enero-junio 2023;4.099
CATALUÑA;9. Sustracciones de vehículos;enero-junio 2024;4.128
CATALUÑA;9. Sustracciones de vehículos;Variación % 2024/2023;0,7
CATALUÑA;10. Tráfico de drogas;enero-junio 2023;2.208
CATALUÑA;10. Tráfico de drogas;enero-junio 2024;2.451
CATALUÑA;10. Tráfico de drogas;Variación % 2024/2023;11,0
CATALUÑA;11. Resto de criminalidad convencional;enero-junio 2023;89.521
CATALUÑA;11. Resto de criminalidad convencional;enero-junio 2024;96.968
CATALUÑA;11. Resto de criminalidad convencional;Variación % 2024/2023;8,3
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;34.823
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;39.883
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,5
CATALUÑA;12.-Estafas informáticas;enero-junio 2023;33.730
CATALUÑA;12.-Estafas informáticas;enero-junio 2024;37.976
CATALUÑA;12.-Estafas informáticas;Variación % 2024/2023;12,6
CATALUÑA;13.-Otros ciberdelitos;enero-junio 2023;1.093
CATALUÑA;13.-Otros ciberdelitos;enero-junio 2024;1.907
CATALUÑA;13.-Otros ciberdelitos;Variación % 2024/2023;74,5
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;243.690
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;254.715
CATALUÑA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;4,5
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;115.797
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;117.746
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,7
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;16
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;34
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;112,5
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;80
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;73
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-8,8
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;1.616
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;1.754
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;8,5
COMUNITAT VALENCIANA;4. Secuestro;enero-junio 2023;7
COMUNITAT VALENCIANA;4. Secuestro;enero-junio 2024;4
COMUNITAT VALENCIANA;4. Secuestro;Variación % 2024/2023;-42,9
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-junio 2023;1.098
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-junio 2024;1.193
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;Variación % 2024/2023;8,7
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-junio 2023;204
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-junio 2024;267
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;30,9
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;894
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;926
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;3,6
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-junio 2023;2.978
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-junio 2024;3.011
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;Variación % 2024/2023;1,1
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;9.041
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;8.897
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-1,6
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;6.874
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;7.081
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;3,0
COMUNITAT VALENCIANA;8. Hurtos;enero-junio 2023;36.656
COMUNITAT VALENCIANA;8. Hurtos;enero-junio 2024;36.291
COMUNITAT VALENCIANA;8. Hurtos;Variación % 2024/2023;-1,0
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-junio 2023;1.489
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-junio 2024;1.640
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;Variación % 2024/2023;10,1
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-junio 2023;1.285
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-junio 2024;1.426
COMUNITAT VALENCIANA;10. Tráfico de drogas;Variación % 2024/2023;11,0
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-junio 2023;61.531
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-junio 2024;63.423
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;Variación % 2024/2023;3,1
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;22.490
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;23.694
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;5,4
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-junio 2023;19.262
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-junio 2024;20.676
COMUNITAT VALENCIANA;12.-Estafas informáticas;Variación % 2024/2023;7,3
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-junio 2023;3.228
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-junio 2024;3.018
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;Variación % 2024/2023;-6,5
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;138.287
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;141.440
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,3
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;12.957
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;13.114
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,2
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;0
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;3
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;7
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;11
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;57,1
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;205
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;193
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-5,9
EXTREMADURA;4. Secuestro;enero-junio 2023;0
EXTREMADURA;4. Secuestro;enero-junio 2024;1
EXTREMADURA;4. Secuestro;Variación % 2024/2023;100,0
EXTREMADURA;5. Delitos contra la libertad sexual;enero-junio 2023;121
EXTREMADURA;5. Delitos contra la libertad sexual;enero-junio 2024;168
