Comunidades autónomas;Tipología penal;Periodos:;Total
PAÍS VASCO;11. Resto de criminalidad convencional;enero-junio 2023;18.537
PAÍS VASCO;11. Resto de criminalidad convencional;enero-junio 2024;19.298
PAÍS VASCO;11. Resto de criminalidad convencional;Variación % 2024/2023;4,1
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;13.289
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;13.676
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;2,9
PAÍS VASCO;12.-Estafas informáticas;enero-junio 2023;11.883
PAÍS VASCO;12.-Estafas informáticas;enero-junio 2024;12.294
PAÍS VASCO;12.-Estafas informáticas;Variación % 2024/2023;3,5
PAÍS VASCO;13.-Otros ciberdelitos;enero-junio 2023;1.406
PAÍS VASCO;13.-Otros ciberdelitos;enero-junio 2024;1.382
PAÍS VASCO;13.-Otros ciberdelitos;Variación % 2024/2023;-1,7
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;52.453
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;53.803
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,6
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;4.725
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;4.644
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,7
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;1
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;1
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;5
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;3
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-40,0
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;91
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;130
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;42,9
RIOJA (LA);4. Secuestro;enero-junio 2023;1
RIOJA (LA);4. Secuestro;enero-junio 2024;0
RIOJA (LA);4. Secuestro;Variación % 2024/2023;-100,0
RIOJA (LA);5. Delitos contra la libertad sexual;enero-junio 2023;54
RIOJA (LA);5. Delitos contra la libertad sexual;enero-junio 2024;57
RIOJA (LA);5. Delitos contra la libertad sexual;Variación % 2024/2023;5,6
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-junio 2023;9
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-junio 2024;6
RIOJA (LA);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-33,3
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;45
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;51
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;13,3
RIOJA (LA);6. Robos con violencia e intimidación;enero-junio 2023;61
RIOJA (LA);6. Robos con violencia e intimidación;enero-junio 2024;54
RIOJA (LA);6. Robos con violencia e intimidación;Variación % 2024/2023;-11,5
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;343
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;382
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;11,4
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-junio 2023;265
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-junio 2024;305
RIOJA (LA);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;15,1
RIOJA (LA);8. Hurtos;enero-junio 2023;1.441
RIOJA (LA);8. Hurtos;enero-junio 2024;1.283
RIOJA (LA);8. Hurtos;Variación % 2024/2023;-11,0
RIOJA (LA);9. Sustracciones de vehículos;enero-junio 2023;32
RIOJA (LA);9. Sustracciones de vehículos;enero-junio 2024;32
RIOJA (LA);9. Sustracciones de vehículos;Variación % 2024/2023;0,0
RIOJA (LA);10. Tráfico de drogas;enero-junio 2023;51
RIOJA (LA);10. Tráfico de drogas;enero-junio 2024;26
RIOJA (LA);10. Tráfico de drogas;Variación % 2024/2023;-49,0
RIOJA (LA);11. Resto de criminalidad convencional;enero-junio 2023;2.645
RIOJA (LA);11. Resto de criminalidad convencional;enero-junio 2024;2.676
RIOJA (LA);11. Resto de criminalidad convencional;Variación % 2024/2023;1,2
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;1.245
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;1.105
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-11,2
RIOJA (LA);12.-Estafas informáticas;enero-junio 2023;1.085
RIOJA (LA);12.-Estafas informáticas;enero-junio 2024;866
RIOJA (LA);12.-Estafas informáticas;Variación % 2024/2023;-20,2
RIOJA (LA);13.-Otros ciberdelitos;enero-junio 2023;160
RIOJA (LA);13.-Otros ciberdelitos;enero-junio 2024;239
RIOJA (LA);13.-Otros ciberdelitos;Variación % 2024/2023;49,4
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-junio 2023;5.970
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-junio 2024;5.749
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-3,7
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;1.417
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;1.369
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-3,4
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;0
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;3
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;5
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;66,7
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;35
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;31
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-11,4
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-junio 2023;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-junio 2024;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-junio 2023;16
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-junio 2024;28
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;Variación % 2024/2023;75,0
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-junio 2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-junio 2024;4
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;16
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;24
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;50,0
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-junio 2023;33
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-junio 2024;41
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;Variación % 2024/2023;24,2
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;21
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;18
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-14,3
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;8
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;13
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;62,5
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-junio 2023;251
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-junio 2024;262
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;Variación % 2024/2023;4,4
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-junio 2023;43
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-junio 2024;57
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;Variación % 2024/2023;32,6
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-junio 2023;54
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-junio 2024;54
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-junio 2023;956
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-junio 2024;873
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;Variación % 2024/2023;-8,7
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;274
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;309
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;12,8
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-junio 2023;241
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-junio 2024;266
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;Variación % 2024/2023;10,4
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-junio 2023;33
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-junio 2024;43
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;Variación % 2024/2023;30,3
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;1.691
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;1.678
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-0,8
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;1.854
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;1.826
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,5
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;1
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;1
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;61
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;48
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-21,3
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-junio 2023;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-junio 2024;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-junio 2023;23
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-junio 2024;18
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-21,7
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-junio 2023;2
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-junio 2024;5
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;150,0
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;21
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;13
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-38,1
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-junio 2023;65
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-junio 2024;43
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;Variación % 2024/2023;-33,8
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;55
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;41
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-25,5
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-junio 2023;34
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-junio 2024;15
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-55,9
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-junio 2023;379
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-junio 2024;338
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;Variación % 2024/2023;-10,8
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-junio 2023;32
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-junio 2024;27
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;Variación % 2024/2023;-15,6
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-junio 2023;25
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-junio 2024;26
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;Variación % 2024/2023;4,0
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-junio 2023;1.213
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-junio 2024;1.284
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;Variación % 2024/2023;5,9
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;215
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;271
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;26,0
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-junio 2023;178
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-junio 2024;223
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;Variación % 2024/2023;25,3
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-junio 2023;37
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-junio 2024;48
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;Variación % 2024/2023;29,7
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;2.069
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;2.097
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;1,4
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2023;2.333
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;2.409
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,3
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-junio 2023;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2023;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2023;2
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;3
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;50,0
EN EL EXTRANJERO;4. Secuestro;enero-junio 2023;4
EN EL EXTRANJERO;4. Secuestro;enero-junio 2024;4
EN EL EXTRANJERO;4. Secuestro;Variación % 2024/2023;0,0
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-junio 2023;30
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-junio 2024;52
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;Variación % 2024/2023;73,3
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-junio 2023;13
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-junio 2024;15
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;15,4
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2023;17
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;37
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;117,6
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-junio 2023;87
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-junio 2024;111
EN EL EXTRANJERO;6. Robos con violencia e intimidación;Variación % 2024/2023;27,6
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2023;6
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;8
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;33,3
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-junio 2023;3
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-junio 2024;6
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;100,0
EN EL EXTRANJERO;8. Hurtos;enero-junio 2023;1.117
EN EL EXTRANJERO;8. Hurtos;enero-junio 2024;1.189
EN EL EXTRANJERO;8. Hurtos;Variación % 2024/2023;6,4
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-junio 2023;55
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-junio 2024;51
EN EL EXTRANJERO;9. Sustracciones de vehículos;Variación % 2024/2023;-7,3
EN EL EXTRANJERO;10. Tráfico de drogas;enero-junio 2023;17
EN EL EXTRANJERO;10. Tráfico de drogas;enero-junio 2024;40
EN EL EXTRANJERO;10. Tráfico de drogas;Variación % 2024/2023;135,3
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-junio 2023;1.015
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-junio 2024;951
EN EL EXTRANJERO;11. Resto de criminalidad convencional;Variación % 2024/2023;-6,3
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2023;2.611
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;1.928
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-26,2
EN EL EXTRANJERO;12.-Estafas informáticas;enero-junio 2023;2.450
EN EL EXTRANJERO;12.-Estafas informáticas;enero-junio 2024;1.824
EN EL EXTRANJERO;12.-Estafas informáticas;Variación % 2024/2023;-25,6
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-junio 2023;161
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-junio 2024;104
EN EL EXTRANJERO;13.-Otros ciberdelitos;Variación % 2024/2023;-35,4
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-junio 2023;4.944
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;4.337
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-12,3
