Comunidades autónomas;Tipología penal;Periodos:;Total
CANARIAS;6. Robos con violencia e intimidación;enero-diciembre 2023;1.858
CANARIAS;6. Robos con violencia e intimidación;enero-diciembre 2024;1.761
CANARIAS;6. Robos con violencia e intimidación;Variación % 2024/2023;-5,2
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;3.396
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;2.942
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-13,4
CANARIAS;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;2.120
CANARIAS;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;1.858
CANARIAS;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-12,4
CANARIAS;8. Hurtos;enero-diciembre 2023;26.245
CANARIAS;8. Hurtos;enero-diciembre 2024;28.445
CANARIAS;8. Hurtos;Variación % 2024/2023;8,4
CANARIAS;9. Sustracciones de vehículos;enero-diciembre 2023;1.451
CANARIAS;9. Sustracciones de vehículos;enero-diciembre 2024;1.604
CANARIAS;9. Sustracciones de vehículos;Variación % 2024/2023;10,5
CANARIAS;10. Tráfico de drogas;enero-diciembre 2023;764
CANARIAS;10. Tráfico de drogas;enero-diciembre 2024;787
CANARIAS;10. Tráfico de drogas;Variación % 2024/2023;3,0
CANARIAS;11. Resto de criminalidad convencional;enero-diciembre 2023;50.274
CANARIAS;11. Resto de criminalidad convencional;enero-diciembre 2024;52.093
CANARIAS;11. Resto de criminalidad convencional;Variación % 2024/2023;3,6
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;17.671
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;16.898
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-4,4
CANARIAS;12.-Estafas informáticas;enero-diciembre 2023;15.752
CANARIAS;12.-Estafas informáticas;enero-diciembre 2024;14.913
CANARIAS;12.-Estafas informáticas;Variación % 2024/2023;-5,3
CANARIAS;13.-Otros ciberdelitos;enero-diciembre 2023;1.919
CANARIAS;13.-Otros ciberdelitos;enero-diciembre 2024;1.985
CANARIAS;13.-Otros ciberdelitos;Variación % 2024/2023;3,4
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;104.222
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;107.255
CANARIAS;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,9
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;18.244
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;18.260
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,1
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;0
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;3
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;10
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;18
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;80,0
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;374
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;385
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;2,9
CANTABRIA;4. Secuestro;enero-diciembre 2023;0
CANTABRIA;4. Secuestro;enero-diciembre 2024;1
CANTABRIA;4. Secuestro;Variación % 2024/2023;100,0
CANTABRIA;5. Delitos contra la libertad sexual;enero-diciembre 2023;157
CANTABRIA;5. Delitos contra la libertad sexual;enero-diciembre 2024;158
CANTABRIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;0,6
CANTABRIA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;34
CANTABRIA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;43
CANTABRIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;26,5
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;123
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;115
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-6,5
CANTABRIA;6. Robos con violencia e intimidación;enero-diciembre 2023;255
CANTABRIA;6. Robos con violencia e intimidación;enero-diciembre 2024;244
CANTABRIA;6. Robos con violencia e intimidación;Variación % 2024/2023;-4,3
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;1.783
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;1.580
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-11,4
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;1.291
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;1.102
CANTABRIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-14,6
CANTABRIA;8. Hurtos;enero-diciembre 2023;4.831
CANTABRIA;8. Hurtos;enero-diciembre 2024;4.711
CANTABRIA;8. Hurtos;Variación % 2024/2023;-2,5
CANTABRIA;9. Sustracciones de vehículos;enero-diciembre 2023;116
CANTABRIA;9. Sustracciones de vehículos;enero-diciembre 2024;168
CANTABRIA;9. Sustracciones de vehículos;Variación % 2024/2023;44,8
CANTABRIA;10. Tráfico de drogas;enero-diciembre 2023;114
CANTABRIA;10. Tráfico de drogas;enero-diciembre 2024;76
CANTABRIA;10. Tráfico de drogas;Variación % 2024/2023;-33,3
CANTABRIA;11. Resto de criminalidad convencional;enero-diciembre 2023;10.604
CANTABRIA;11. Resto de criminalidad convencional;enero-diciembre 2024;10.916
CANTABRIA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,9
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;5.968
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;6.528
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;9,4
CANTABRIA;12.-Estafas informáticas;enero-diciembre 2023;5.428
CANTABRIA;12.-Estafas informáticas;enero-diciembre 2024;5.780
CANTABRIA;12.-Estafas informáticas;Variación % 2024/2023;6,5
CANTABRIA;13.-Otros ciberdelitos;enero-diciembre 2023;540
CANTABRIA;13.-Otros ciberdelitos;enero-diciembre 2024;748
CANTABRIA;13.-Otros ciberdelitos;Variación % 2024/2023;38,5
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;24.212
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;24.788
CANTABRIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,4
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;64.278
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;65.985
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;2,7
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;10
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;12
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;20,0
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;48
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;44
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-8,3
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;1.023
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;1.096
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;7,1
CASTILLA Y LEÓN;4. Secuestro;enero-diciembre 2023;0
CASTILLA Y LEÓN;4. Secuestro;enero-diciembre 2024;2
CASTILLA Y LEÓN;4. Secuestro;Variación % 2024/2023;100,0
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-diciembre 2023;624
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-diciembre 2024;670
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;Variación % 2024/2023;7,4
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-diciembre 2023;141
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-diciembre 2024;140
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-0,7
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;483
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;530
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;9,7
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-diciembre 2023;817
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-diciembre 2024;763
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;Variación % 2024/2023;-6,6
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;4.169
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;4.348
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;4,3
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;2.786
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;3.100
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;11,3
CASTILLA Y LEÓN;8. Hurtos;enero-diciembre 2023;17.611
CASTILLA Y LEÓN;8. Hurtos;enero-diciembre 2024;17.407
CASTILLA Y LEÓN;8. Hurtos;Variación % 2024/2023;-1,2
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-diciembre 2023;485
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-diciembre 2024;550
CASTILLA Y LEÓN;9. Sustracciones de vehículos;Variación % 2024/2023;13,4
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-diciembre 2023;492
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-diciembre 2024;410
CASTILLA Y LEÓN;10. Tráfico de drogas;Variación % 2024/2023;-16,7
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-diciembre 2023;38.999
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-diciembre 2024;40.683
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;Variación % 2024/2023;4,3
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;25.546
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;25.642
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;0,4
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-diciembre 2023;22.722
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-diciembre 2024;22.598
CASTILLA Y LEÓN;12.-Estafas informáticas;Variación % 2024/2023;-0,5
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-diciembre 2023;2.824
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-diciembre 2024;3.044
CASTILLA Y LEÓN;13.-Otros ciberdelitos;Variación % 2024/2023;7,8
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;89.824
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;91.627
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,0
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;64.252
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;65.253
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,6
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;15
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;13
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-13,3
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;45
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;54
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;20,0
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;980
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;1.170
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;19,4
CASTILLA - LA MANCHA;4. Secuestro;enero-diciembre 2023;3
CASTILLA - LA MANCHA;4. Secuestro;enero-diciembre 2024;0
CASTILLA - LA MANCHA;4. Secuestro;Variación % 2024/2023;-100,0
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-diciembre 2023;649
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-diciembre 2024;661
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;Variación % 2024/2023;1,8
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;133
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;120
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-9,8
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;516
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;541
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;4,8
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-diciembre 2023;926
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-diciembre 2024;949
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;Variación % 2024/2023;2,5
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;5.034
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;5.109
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;1,5
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;3.588
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;3.553
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-1,0
CASTILLA - LA MANCHA;8. Hurtos;enero-diciembre 2023;14.785
CASTILLA - LA MANCHA;8. Hurtos;enero-diciembre 2024;14.396
CASTILLA - LA MANCHA;8. Hurtos;Variación % 2024/2023;-2,6
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-diciembre 2023;645
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-diciembre 2024;753
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;Variación % 2024/2023;16,7
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-diciembre 2023;595
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-diciembre 2024;562
CASTILLA - LA MANCHA;10. Tráfico de drogas;Variación % 2024/2023;-5,5
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-diciembre 2023;40.575
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-diciembre 2024;41.586
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,5
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;19.456
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;18.329
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-5,8
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-diciembre 2023;17.335
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-diciembre 2024;16.150
CASTILLA - LA MANCHA;12.-Estafas informáticas;Variación % 2024/2023;-6,8
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-diciembre 2023;2.121
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-diciembre 2024;2.179
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;Variación % 2024/2023;2,7
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;83.708
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;83.582
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-0,2
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;433.959
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;434.347
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,1
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;71
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;69
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-2,8
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;239
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;284
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;18,8
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;4.036
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;4.277
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;6,0
CATALUÑA;4. Secuestro;enero-diciembre 2023;11
CATALUÑA;4. Secuestro;enero-diciembre 2024;14
CATALUÑA;4. Secuestro;Variación % 2024/2023;27,3
CATALUÑA;5. Delitos contra la libertad sexual;enero-diciembre 2023;4.217
CATALUÑA;5. Delitos contra la libertad sexual;enero-diciembre 2024;4.404
CATALUÑA;5. Delitos contra la libertad sexual;Variación % 2024/2023;4,4
CATALUÑA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;1.588
CATALUÑA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;1.742
CATALUÑA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;9,7
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;2.629
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;2.662
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;1,3
CATALUÑA;6. Robos con violencia e intimidación;enero-diciembre 2023;25.421
CATALUÑA;6. Robos con violencia e intimidación;enero-diciembre 2024;24.733
CATALUÑA;6. Robos con violencia e intimidación;Variación % 2024/2023;-2,7
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;27.372
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;25.324
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-7,5
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;18.485
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;17.464
CATALUÑA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-5,5
CATALUÑA;8. Hurtos;enero-diciembre 2023;170.164
CATALUÑA;8. Hurtos;enero-diciembre 2024;168.500
CATALUÑA;8. Hurtos;Variación % 2024/2023;-1,0
CATALUÑA;9. Sustracciones de vehículos;enero-diciembre 2023;8.466
CATALUÑA;9. Sustracciones de vehículos;enero-diciembre 2024;8.543
CATALUÑA;9. Sustracciones de vehículos;Variación % 2024/2023;0,9
CATALUÑA;10. Tráfico de drogas;enero-diciembre 2023;4.368
CATALUÑA;10. Tráfico de drogas;enero-diciembre 2024;4.642
CATALUÑA;10. Tráfico de drogas;Variación % 2024/2023;6,3
CATALUÑA;11. Resto de criminalidad convencional;enero-diciembre 2023;189.594
CATALUÑA;11. Resto de criminalidad convencional;enero-diciembre 2024;193.557
CATALUÑA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,1
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;76.213
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;75.705
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-0,7
CATALUÑA;12.-Estafas informáticas;enero-diciembre 2023;73.994
CATALUÑA;12.-Estafas informáticas;enero-diciembre 2024;71.772
CATALUÑA;12.-Estafas informáticas;Variación % 2024/2023;-3,0
CATALUÑA;13.-Otros ciberdelitos;enero-diciembre 2023;2.219
CATALUÑA;13.-Otros ciberdelitos;enero-diciembre 2024;3.933
CATALUÑA;13.-Otros ciberdelitos;Variación % 2024/2023;77,2
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;510.172
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;510.052
CATALUÑA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,0
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;240.319
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;236.790
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,5
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;34
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;56
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;64,7
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;166
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;138
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-16,9
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;3.302
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;3.708
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;12,3
COMUNITAT VALENCIANA;4. Secuestro;enero-diciembre 2023;16
COMUNITAT VALENCIANA;4. Secuestro;enero-diciembre 2024;13
COMUNITAT VALENCIANA;4. Secuestro;Variación % 2024/2023;-18,8
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-diciembre 2023;2.385
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-diciembre 2024;2.480
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;Variación % 2024/2023;4,0
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;472
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;516
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;9,3
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;1.913
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;1.964
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;2,7
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-diciembre 2023;6.170
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-diciembre 2024;6.269
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;Variación % 2024/2023;1,6
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;18.510
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;17.704
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-4,4
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;14.495
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;14.326
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-1,2
COMUNITAT VALENCIANA;8. Hurtos;enero-diciembre 2023;77.573
COMUNITAT VALENCIANA;8. Hurtos;enero-diciembre 2024;73.858
COMUNITAT VALENCIANA;8. Hurtos;Variación % 2024/2023;-4,8
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-diciembre 2023;3.258
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-diciembre 2024;3.339
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;Variación % 2024/2023;2,5
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-diciembre 2023;2.566
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-diciembre 2024;2.744
COMUNITAT VALENCIANA;10. Tráfico de drogas;Variación % 2024/2023;6,9
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-diciembre 2023;126.339
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-diciembre 2024;126.481
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;Variación % 2024/2023;0,1
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;47.060
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;46.869
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-0,4
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-diciembre 2023;41.313
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-diciembre 2024;40.902
COMUNITAT VALENCIANA;12.-Estafas informáticas;Variación % 2024/2023;-1,0
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-diciembre 2023;5.747
