Comunidades autónomas;Tipología penal;Periodos:;Total
CANARIAS;6. Robos con violencia e intimidación;enero-septiembre 2024;1.308
CANARIAS;6. Robos con violencia e intimidación;Variación % 2024/2023;-6,0
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;2.608
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;2.262
CANARIAS;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-13,3
CANARIAS;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;1.640
CANARIAS;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;1.387
CANARIAS;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-15,4
CANARIAS;8. Hurtos;enero-septiembre 2023;19.388
CANARIAS;8. Hurtos;enero-septiembre 2024;21.171
CANARIAS;8. Hurtos;Variación % 2024/2023;9,2
CANARIAS;9. Sustracciones de vehículos;enero-septiembre 2023;1.083
CANARIAS;9. Sustracciones de vehículos;enero-septiembre 2024;1.207
CANARIAS;9. Sustracciones de vehículos;Variación % 2024/2023;11,4
CANARIAS;10. Tráfico de drogas;enero-septiembre 2023;607
CANARIAS;10. Tráfico de drogas;enero-septiembre 2024;567
CANARIAS;10. Tráfico de drogas;Variación % 2024/2023;-6,6
CANARIAS;11. Resto de criminalidad convencional;enero-septiembre 2023;37.378
CANARIAS;11. Resto de criminalidad convencional;enero-septiembre 2024;39.498
CANARIAS;11. Resto de criminalidad convencional;Variación % 2024/2023;5,7
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;12.672
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;12.911
CANARIAS;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;1,9
CANARIAS;12.-Estafas informáticas;enero-septiembre 2023;11.242
CANARIAS;12.-Estafas informáticas;enero-septiembre 2024;11.421
CANARIAS;12.-Estafas informáticas;Variación % 2024/2023;1,6
CANARIAS;13.-Otros ciberdelitos;enero-septiembre 2023;1.430
CANARIAS;13.-Otros ciberdelitos;enero-septiembre 2024;1.490
CANARIAS;13.-Otros ciberdelitos;Variación % 2024/2023;4,2
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;77.012
CANARIAS;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;80.962
CANARIAS;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;5,1
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;13.974
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;14.027
CANTABRIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,4
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;0
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;3
CANTABRIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;10
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;11
CANTABRIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;10,0
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;298
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;295
CANTABRIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-1,0
CANTABRIA;4. Secuestro;enero-septiembre 2023;0
CANTABRIA;4. Secuestro;enero-septiembre 2024;1
CANTABRIA;4. Secuestro;Variación % 2024/2023;100,0
CANTABRIA;5. Delitos contra la libertad sexual;enero-septiembre 2023;117
CANTABRIA;5. Delitos contra la libertad sexual;enero-septiembre 2024;124
CANTABRIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;6,0
CANTABRIA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;25
CANTABRIA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;33
CANTABRIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;32,0
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;92
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;91
CANTABRIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-1,1
CANTABRIA;6. Robos con violencia e intimidación;enero-septiembre 2023;178
CANTABRIA;6. Robos con violencia e intimidación;enero-septiembre 2024;171
CANTABRIA;6. Robos con violencia e intimidación;Variación % 2024/2023;-3,9
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;1.285
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;1.162
CANTABRIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-9,6
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;941
CANTABRIA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;805
CANTABRIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-14,5
CANTABRIA;8. Hurtos;enero-septiembre 2023;3.778
CANTABRIA;8. Hurtos;enero-septiembre 2024;3.651
CANTABRIA;8. Hurtos;Variación % 2024/2023;-3,4
CANTABRIA;9. Sustracciones de vehículos;enero-septiembre 2023;90
CANTABRIA;9. Sustracciones de vehículos;enero-septiembre 2024;130
CANTABRIA;9. Sustracciones de vehículos;Variación % 2024/2023;44,4
CANTABRIA;10. Tráfico de drogas;enero-septiembre 2023;91
CANTABRIA;10. Tráfico de drogas;enero-septiembre 2024;61
CANTABRIA;10. Tráfico de drogas;Variación % 2024/2023;-33,0
CANTABRIA;11. Resto de criminalidad convencional;enero-septiembre 2023;8.127
CANTABRIA;11. Resto de criminalidad convencional;enero-septiembre 2024;8.418
CANTABRIA;11. Resto de criminalidad convencional;Variación % 2024/2023;3,6
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;4.303
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;4.740
CANTABRIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;10,2
CANTABRIA;12.-Estafas informáticas;enero-septiembre 2023;3.939
CANTABRIA;12.-Estafas informáticas;enero-septiembre 2024;4.192
CANTABRIA;12.-Estafas informáticas;Variación % 2024/2023;6,4
CANTABRIA;13.-Otros ciberdelitos;enero-septiembre 2023;364
CANTABRIA;13.-Otros ciberdelitos;enero-septiembre 2024;548
CANTABRIA;13.-Otros ciberdelitos;Variación % 2024/2023;50,5
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;18.277
CANTABRIA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;18.767
CANTABRIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,7
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;48.177
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;49.606
CASTILLA Y LEÓN;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,0
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;9
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;7
CASTILLA Y LEÓN;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-22,2
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;35
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;38
CASTILLA Y LEÓN;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;8,6
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;736
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;821
CASTILLA Y LEÓN;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;11,5
CASTILLA Y LEÓN;4. Secuestro;enero-septiembre 2023;0
CASTILLA Y LEÓN;4. Secuestro;enero-septiembre 2024;2
CASTILLA Y LEÓN;4. Secuestro;Variación % 2024/2023;100,0
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-septiembre 2023;480
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;enero-septiembre 2024;508
CASTILLA Y LEÓN;5. Delitos contra la libertad sexual;Variación % 2024/2023;5,8
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-septiembre 2023;114
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;enero-septiembre 2024;104
CASTILLA Y LEÓN;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-8,8
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;366
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;404
CASTILLA Y LEÓN;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;10,4
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-septiembre 2023;578
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;enero-septiembre 2024;578
CASTILLA Y LEÓN;6. Robos con violencia e intimidación;Variación % 2024/2023;0,0
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;3.047
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;3.199
CASTILLA Y LEÓN;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;5,0
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;2.010
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;2.261
CASTILLA Y LEÓN;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;12,5
CASTILLA Y LEÓN;8. Hurtos;enero-septiembre 2023;13.138
CASTILLA Y LEÓN;8. Hurtos;enero-septiembre 2024;13.049
CASTILLA Y LEÓN;8. Hurtos;Variación % 2024/2023;-0,7
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-septiembre 2023;345
CASTILLA Y LEÓN;9. Sustracciones de vehículos;enero-septiembre 2024;416
CASTILLA Y LEÓN;9. Sustracciones de vehículos;Variación % 2024/2023;20,6
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-septiembre 2023;379
CASTILLA Y LEÓN;10. Tráfico de drogas;enero-septiembre 2024;318
CASTILLA Y LEÓN;10. Tráfico de drogas;Variación % 2024/2023;-16,1
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-septiembre 2023;29.430
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;enero-septiembre 2024;30.670
CASTILLA Y LEÓN;11. Resto de criminalidad convencional;Variación % 2024/2023;4,2
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;18.346
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;18.775
CASTILLA Y LEÓN;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;2,3
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-septiembre 2023;16.304
CASTILLA Y LEÓN;12.-Estafas informáticas;enero-septiembre 2024;16.546
CASTILLA Y LEÓN;12.-Estafas informáticas;Variación % 2024/2023;1,5
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-septiembre 2023;2.042
CASTILLA Y LEÓN;13.-Otros ciberdelitos;enero-septiembre 2024;2.229
CASTILLA Y LEÓN;13.-Otros ciberdelitos;Variación % 2024/2023;9,2
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;66.523
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;68.381
CASTILLA Y LEÓN;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,8
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;47.953
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;48.879
CASTILLA - LA MANCHA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,9
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;12
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;11
CASTILLA - LA MANCHA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-8,3
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;36
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;41
CASTILLA - LA MANCHA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;13,9
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;739
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;899
CASTILLA - LA MANCHA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;21,7
CASTILLA - LA MANCHA;4. Secuestro;enero-septiembre 2023;1
CASTILLA - LA MANCHA;4. Secuestro;enero-septiembre 2024;0
CASTILLA - LA MANCHA;4. Secuestro;Variación % 2024/2023;-100,0
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-septiembre 2023;496
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;enero-septiembre 2024;494
CASTILLA - LA MANCHA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-0,4
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;100
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;91
CASTILLA - LA MANCHA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-9,0
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;396
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;403
CASTILLA - LA MANCHA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;1,8
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-septiembre 2023;653
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;enero-septiembre 2024;731
CASTILLA - LA MANCHA;6. Robos con violencia e intimidación;Variación % 2024/2023;11,9
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;3.553
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;3.714
CASTILLA - LA MANCHA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;4,5
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;2.519
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;2.623
CASTILLA - LA MANCHA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;4,1
CASTILLA - LA MANCHA;8. Hurtos;enero-septiembre 2023;11.101
CASTILLA - LA MANCHA;8. Hurtos;enero-septiembre 2024;10.699
CASTILLA - LA MANCHA;8. Hurtos;Variación % 2024/2023;-3,6
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-septiembre 2023;458
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;enero-septiembre 2024;537
CASTILLA - LA MANCHA;9. Sustracciones de vehículos;Variación % 2024/2023;17,2
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-septiembre 2023;447
CASTILLA - LA MANCHA;10. Tráfico de drogas;enero-septiembre 2024;425
CASTILLA - LA MANCHA;10. Tráfico de drogas;Variación % 2024/2023;-4,9
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-septiembre 2023;30.457
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;enero-septiembre 2024;31.328
CASTILLA - LA MANCHA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,9
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;13.853
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;13.320
CASTILLA - LA MANCHA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-3,8
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-septiembre 2023;12.224
CASTILLA - LA MANCHA;12.-Estafas informáticas;enero-septiembre 2024;11.729
CASTILLA - LA MANCHA;12.-Estafas informáticas;Variación % 2024/2023;-4,0
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-septiembre 2023;1.629
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;enero-septiembre 2024;1.591
CASTILLA - LA MANCHA;13.-Otros ciberdelitos;Variación % 2024/2023;-2,3
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;61.806
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;62.199
CASTILLA - LA MANCHA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,6
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;323.929
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;327.855
CATALUÑA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,2
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;58
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;56
CATALUÑA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-3,4
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;183
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;223
CATALUÑA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;21,9
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;3.069
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;3.256
CATALUÑA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;6,1
CATALUÑA;4. Secuestro;enero-septiembre 2023;7
CATALUÑA;4. Secuestro;enero-septiembre 2024;9
CATALUÑA;4. Secuestro;Variación % 2024/2023;28,6
CATALUÑA;5. Delitos contra la libertad sexual;enero-septiembre 2023;3.180
CATALUÑA;5. Delitos contra la libertad sexual;enero-septiembre 2024;3.304
CATALUÑA;5. Delitos contra la libertad sexual;Variación % 2024/2023;3,9
CATALUÑA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;1.213
CATALUÑA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;1.280
CATALUÑA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;5,5
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;1.967
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;2.024
CATALUÑA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;2,9
CATALUÑA;6. Robos con violencia e intimidación;enero-septiembre 2023;18.975
CATALUÑA;6. Robos con violencia e intimidación;enero-septiembre 2024;18.562
CATALUÑA;6. Robos con violencia e intimidación;Variación % 2024/2023;-2,2
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;20.415
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;19.209
CATALUÑA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,9
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;13.941
CATALUÑA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;13.099
CATALUÑA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-6,0
CATALUÑA;8. Hurtos;enero-septiembre 2023;128.590
CATALUÑA;8. Hurtos;enero-septiembre 2024;126.926
CATALUÑA;8. Hurtos;Variación % 2024/2023;-1,3
CATALUÑA;9. Sustracciones de vehículos;enero-septiembre 2023;6.295
CATALUÑA;9. Sustracciones de vehículos;enero-septiembre 2024;6.408
CATALUÑA;9. Sustracciones de vehículos;Variación % 2024/2023;1,8
CATALUÑA;10. Tráfico de drogas;enero-septiembre 2023;3.281
CATALUÑA;10. Tráfico de drogas;enero-septiembre 2024;3.532
CATALUÑA;10. Tráfico de drogas;Variación % 2024/2023;7,7
CATALUÑA;11. Resto de criminalidad convencional;enero-septiembre 2023;139.876
CATALUÑA;11. Resto de criminalidad convencional;enero-septiembre 2024;146.370
CATALUÑA;11. Resto de criminalidad convencional;Variación % 2024/2023;4,6
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;54.228
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;58.076
CATALUÑA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;7,1
CATALUÑA;12.-Estafas informáticas;enero-septiembre 2023;52.543
CATALUÑA;12.-Estafas informáticas;enero-septiembre 2024;54.936
CATALUÑA;12.-Estafas informáticas;Variación % 2024/2023;4,6
CATALUÑA;13.-Otros ciberdelitos;enero-septiembre 2023;1.685
CATALUÑA;13.-Otros ciberdelitos;enero-septiembre 2024;3.140
CATALUÑA;13.-Otros ciberdelitos;Variación % 2024/2023;86,4
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;378.157
CATALUÑA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;385.931
CATALUÑA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,1
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;182.080
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;182.723
COMUNITAT VALENCIANA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,4
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;31
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;45
COMUNITAT VALENCIANA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;45,2
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;130
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;108
COMUNITAT VALENCIANA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-16,9
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;2.566
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;2.828
COMUNITAT VALENCIANA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;10,2
COMUNITAT VALENCIANA;4. Secuestro;enero-septiembre 2023;11
COMUNITAT VALENCIANA;4. Secuestro;enero-septiembre 2024;10
COMUNITAT VALENCIANA;4. Secuestro;Variación % 2024/2023;-9,1
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-septiembre 2023;1.816
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;enero-septiembre 2024;1.925
COMUNITAT VALENCIANA;5. Delitos contra la libertad sexual;Variación % 2024/2023;6,0
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;347
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;417
COMUNITAT VALENCIANA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;20,2
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;1.469
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;1.508
COMUNITAT VALENCIANA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;2,7
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-septiembre 2023;4.613
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;enero-septiembre 2024;4.825
COMUNITAT VALENCIANA;6. Robos con violencia e intimidación;Variación % 2024/2023;4,6
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;13.671
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;13.450
COMUNITAT VALENCIANA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-1,6
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;10.532
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;10.832
COMUNITAT VALENCIANA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;2,8
COMUNITAT VALENCIANA;8. Hurtos;enero-septiembre 2023;59.437
COMUNITAT VALENCIANA;8. Hurtos;enero-septiembre 2024;57.391
COMUNITAT VALENCIANA;8. Hurtos;Variación % 2024/2023;-3,4
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-septiembre 2023;2.333
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;enero-septiembre 2024;2.457
COMUNITAT VALENCIANA;9. Sustracciones de vehículos;Variación % 2024/2023;5,3
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-septiembre 2023;1.935
COMUNITAT VALENCIANA;10. Tráfico de drogas;enero-septiembre 2024;2.125
COMUNITAT VALENCIANA;10. Tráfico de drogas;Variación % 2024/2023;9,8
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-septiembre 2023;95.537
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;enero-septiembre 2024;97.559
COMUNITAT VALENCIANA;11. Resto de criminalidad convencional;Variación % 2024/2023;2,1
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;34.544
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;34.900
COMUNITAT VALENCIANA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;1,0
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-septiembre 2023;30.081
COMUNITAT VALENCIANA;12.-Estafas informáticas;enero-septiembre 2024;30.485
COMUNITAT VALENCIANA;12.-Estafas informáticas;Variación % 2024/2023;1,3
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-septiembre 2023;4.463
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-septiembre 2024;4.415
